author,title,id,tokens,chars
"Shakespeare, William","König Heinrich der vierte. Der Zweyte Theil, der seinen Tod, und die Crönung von Heinrich dem fünften enthält.",PG7934,19896,126716
"Shakespeare, William","The Tragicall Historie of Hamlet, Prince of Denmarke: The First ('Bad') Quarto",PG9077,17579,101228
"Shakespeare, William",Julius Caesar,PG9875,19585,120465
"Dickens, Charles",Bleak House,PG1023,353473,1941646
"Dickens, Charles",Three Ghost Stories,PG1289,21071,116944
"Dickens, Charles","Aventures de Monsieur Pickwick, Vol. I",PG13771,151587,939102
"Dickens, Charles",The Seven Poor Travellers,PG1392,10030,56310
"Dickens, Charles",The Holly-Tree,PG1394,13625,75462
"Dickens, Charles",Great Expectations,PG1400,184403,994036
"Dickens, Charles",The Perils of Certain English Prisoners,PG1406,19393,104598
"Dickens, Charles",A Message from the Sea,PG1407,12249,68789
"Dickens, Charles",Tom Tiddler's Ground,PG1413,9747,55025
"Dickens, Charles",Somebody's Luggage,PG1414,19313,110561
"Dickens, Charles",Doctor Marigold,PG1415,11928,63072
"Dickens, Charles",Mrs. Lirriper's Lodgings,PG1416,14238,75142
"Dickens, Charles",Mugby Junction,PG1419,19364,108229
"Dickens, Charles",Mrs. Lirriper's Legacy,PG1421,12318,65279
"Dickens, Charles",Going into Society,PG1422,5107,27664
"Dickens, Charles",No Thoroughfare,PG1423,47677,270928
"Dickens, Charles",Miscellaneous Papers,PG1435,23755,135609
"Dickens, Charles",The Wreck of the Golden Mary,PG1465,12794,66886
"Dickens, Charles",Some Christmas Stories,PG1467,20867,115432
"Dickens, Charles","Aventures de Monsieur Pickwick, Vol. II",PG14789,147100,897613
"Dickens, Charles",Mugbyn risteys,PG15499,37725,279525
"Dickens, Charles",The Loving Ballad of Lord Bateman,PG15618,2925,17732
"Dickens, Charles",Le grillon du foyer,PG16020,31171,179719
"Dickens, Charles",Cantique de Noël,PG16021,32731,192947
"Dickens, Charles",Les conteurs à la ronde,PG16022,44307,260090
"Dickens, Charles",Oliver Twist,PG16023,159349,926263
"Dickens, Charles",Les grandes espérances,PG17565,190493,1114476
"Dickens, Charles","Le magasin d'antiquités, Tome I",PG17675,119111,703906
"Dickens, Charles","Le magasin d'antiquités, Tome II",PG17676,117915,696028
"Dickens, Charles",David Copperfield - Tome I,PG17868,188286,1090584
"Dickens, Charles",David Copperfield - Tome II,PG17869,183493,1065722
"Dickens, Charles","Barnabé Rudge, Tome I",PG17879,143280,841549
"Dickens, Charles","Barnabé Rudge, Tome II",PG17880,144814,842660
"Dickens, Charles",David Copperfield I: David Copperfield nuoremman elämäkertomus ja kokemukset,PG18186,148000,1105449
"Dickens, Charles",David Copperfield II: David Copperfield nuoremman elämäkerta ja kokemukset,PG18201,137656,1036236
"Dickens, Charles",A Christmas Carol,PG19337,29289,163439
"Dickens, Charles",The Cricket on the Hearth,PG20795,32251,180401
"Dickens, Charles",Der Weihnachtsabend: Eine Geistergeschichte,PG22465,27188,169878
"Dickens, Charles","The Magic Fishbone: A Holiday Romance from the Pen of Miss Alice Rainbird, Aged 7",PG23344,3921,22474
"Dickens, Charles",The Trial of William Tinkling: Written by Himself at the Age of 8 Years,PG23452,3346,19271
"Dickens, Charles","Captain Boldheart & the Latin-Grammar Master: A Holiday Romance from the Pen of Lieut-Col. Robin Redforth, aged 9",PG23765,3985,23571
"Dickens, Charles",A Christmas Carol,PG24022,29391,165535
"Dickens, Charles",Joulun-aatto,PG24026,22738,170982
"Dickens, Charles",La Batalo de l' Vivo,PG24501,28673,165521
"Dickens, Charles","The Letters of Charles Dickens: Vol. 1, 1833-1856",PG25852,138277,807891
"Dickens, Charles","The Letters of Charles Dickens: Vol. 2, 1857-1870",PG25853,138972,804933
"Dickens, Charles","The Letters of Charles Dickens: Vol. 3, 1836-1870",PG25854,82149,494861
"Dickens, Charles",Bardell v. Pickwick,PG25985,32132,192639
"Dickens, Charles",Mugby Junction,PG27924,49832,274310
"Dickens, Charles",Een Kerstlied in Proza,PG28560,31481,184430
"Dickens, Charles",Tales from Dickens,PG30127,107461,608132
"Dickens, Charles",A Christmas Carol: The original manuscript,PG30368,29294,164351
"Dickens, Charles",Sanoma merellä,PG31638,34238,251213
"Dickens, Charles",Dickens' Stories About Children Every Child Can Read,PG32241,63256,350811
"Dickens, Charles",The Poems and Verses of Charles Dickens,PG35536,11387,70510
"Dickens, Charles",De avonturen van Oliver Twist,PG37093,166047,979636
"Dickens, Charles",Charles Dickens' Children Stories,PG37121,18923,102439
"Dickens, Charles",The Cricket on the Hearth: A Fairy Tale of Home,PG37581,32062,179643
"Dickens, Charles",The Battle of Life: A Love Story,PG40723,30157,172551
"Dickens, Charles","""Old Scrooge"": A Christmas Carol in Five Staves.: Dramatized from Charles Dickens' Celebrated Christmas Story.",PG40729,14350,81823
"Dickens, Charles",Christmas-Tide,PG41894,47224,265429
"Dickens, Charles",A Child's Dream of a Star,PG42232,1364,7432
"Dickens, Charles",The Personal History of David Copperfield,PG43111,356088,1951338
"Dickens, Charles",Scenes and Characters from the Works of Charles Dickens: Being Eight Hundred and Sixty-six Pictures Printed from the Original Wood Blocks,PG43207,19137,124160
"Dickens, Charles",Kotisirkka,PG44899,24135,182253
"Dickens, Charles","Oliver Twist; or, The Parish Boy's Progress. Illustrated",PG46675,158041,894167
"Dickens, Charles","Oliver Twist, Vol. 1 (of 3)",PG47529,54742,311926
"Dickens, Charles","Oliver Twist, Vol. 2 (of 3)",PG47530,50637,287196
"Dickens, Charles","Oliver Twist, Vol. 3 (of 3)",PG47531,53138,297389
"Dickens, Charles","The Posthumous Papers of the Pickwick Club, v. 1 (of 2)",PG47534,147500,868567
"Dickens, Charles","The Posthumous Papers of the Pickwick Club, v. 2 (of 2)",PG47535,154773,901201
"Dickens, Charles",Schetsen uit Amerika en Tafereelen uit Italië,PG47716,193552,1170604
"Dickens, Charles",Het leven en de lotgevallen van David Copperfield,PG47933,376128,2251312
"Dickens, Charles",Kaksi kaupunkia,PG48023,97722,757934
"Dickens, Charles",Cruikshank's Water Colours,PG49683,248489,1435192
"Dickens, Charles",Pearl-Fishing; Choice Stories from Dickens' Household Words; First Series,PG49927,59860,337723
"Dickens, Charles",Elämän taistelu,PG50164,24320,188051
"Dickens, Charles",Pearl-Fishing; Choice Stories from Dickens' Household Words; Second Series,PG50334,62537,348848
"Dickens, Charles",Slechte Tijden,PG50771,109348,655104
"Dickens, Charles",The Mystery of Edwin Drood,PG564,95631,543237
"Dickens, Charles",Oliver Twist,PG56586,120994,769872
"Dickens, Charles",The Pickwick Papers,PG580,300083,1746286
"Dickens, Charles",Zwei Städte,PG58145,136808,871225
"Dickens, Charles",Index of the Project Gutenberg Works of Charles Dickens,PG58157,10548,65181
"Dickens, Charles",Master Humphrey's Clock,PG588,48403,271510
"Dickens, Charles",The Haunted Man and the Ghost's Bargain,PG644,33736,187354
"Dickens, Charles",Pictures from Italy,PG650,72484,416716
"Dickens, Charles",The Chimes: A Goblin Story of Some Bells That Rang an Old Year out and a New Year In,PG653,30576,169583
"Dickens, Charles",American Notes,PG675,103398,590959
"Dickens, Charles",The Battle of Life,PG676,29553,168468
"Dickens, Charles",The Cricket on the Hearth: A Fairy Tale of Home,PG678,31481,176729
"Dickens, Charles",A Child's History of England,PG699,162708,910333
"Dickens, Charles",The Old Curiosity Shop,PG700,215984,1215020
"Dickens, Charles",Oliver Twist,PG730,157981,897653
"Dickens, Charles",David Copperfield,PG766,354827,1934603
"Dickens, Charles",Hard Times,PG786,103266,579514
"Dickens, Charles",Hunted Down: The Detective Stories of Charles Dickens,PG807,8644,47261
"Dickens, Charles",Holiday Romance,PG809,13141,75259
"Dickens, Charles",George Silverman's Explanation,PG810,11006,60736
"Dickens, Charles",Dombey and Son,PG821,354830,1993249
"Dickens, Charles",Speeches: Literary and Social,PG824,98420,567702
"Dickens, Charles",Reprinted Pieces,PG872,90967,519270
"Dickens, Charles","Sketches by Boz, Illustrative of Every-Day Life and Every-Day People",PG882,252592,1494988
"Dickens, Charles",Our Mutual Friend,PG883,325145,1812789
"Dickens, Charles",Mudfog and Other Sketches,PG912,30674,185808
"Dickens, Charles",The Uncommercial Traveller,PG914,142504,813759
"Dickens, Charles",Sketches of Young Couples,PG916,18890,109865
"Dickens, Charles",Barnaby Rudge: A Tale of the Riots of 'Eighty,PG917,253274,1418699
"Dickens, Charles",Sketches of Young Gentlemen,PG918,17530,103436
"Dickens, Charles",Sunday Under Three Heads,PG922,11014,64788
"Dickens, Charles",To Be Read at Dusk,PG924,4525,25320
"Dickens, Charles",The Lamplighter,PG927,6950,39389
"Dickens, Charles",Little Dorrit,PG963,337372,1880616
"Dickens, Charles",Nicholas Nickleby,PG967,322303,1848381
"Dickens, Charles",Martin Chuzzlewit,PG968,336738,1880259
"Fenn, George Manville",Young Robin Hood,PG11097,15953,84886
"Fenn, George Manville",The Little Skipper: A Son of a Sailor,PG20544,12059,65660
"Fenn, George Manville",Brave and True: Short stories for children by G. M. Fenn and Others,PG21292,14142,78096
"Fenn, George Manville",Brownsmith's Boy: A Romance in a Garden,PG21293,109877,574000
"Fenn, George Manville",Burr Junior,PG21294,100664,540334
"Fenn, George Manville",Cormorant Crag: A Tale of the Smuggling Days,PG21295,121491,659495
"Fenn, George Manville",Mother Carey's Chicken: Her Voyage to the Unknown Isle,PG21296,116297,634742
"Fenn, George Manville",Cutlass and Cudgel,PG21297,90776,490924
"Fenn, George Manville",The Black Tor: A Tale of the Reign of James the First,PG21298,89509,487691
"Fenn, George Manville",Blue Jackets: The Log of the Teaser,PG21299,118393,645261
"Fenn, George Manville",Bunyip Land: A Story of Adventure in New Guinea,PG21301,104264,556566
"Fenn, George Manville",Charge! A Story of Briton and Boer,PG21302,114604,621911
"Fenn, George Manville",Devon Boys: A Tale of the North Shore,PG21303,109352,577956
"Fenn, George Manville",Begumbagh: A Tale of the Indian Mutiny,PG21304,61989,327071
"Fenn, George Manville",A Dash from Diamond City,PG21305,84654,475052
"Fenn, George Manville",Dick o' the Fens: A Tale of the Great East Swamp,PG21306,118409,643877
"Fenn, George Manville",Fire Island: Being the Adventures of Uncertain Naturalists in an Unknown Track,PG21307,116728,640590
"Fenn, George Manville",First in the Field: A Story of New South Wales,PG21308,107477,585149
"Fenn, George Manville",Fitz the Filibuster,PG21309,125683,681745
"Fenn, George Manville",Featherland: How the Birds lived at Greenlawn,PG21310,21153,115273
"Fenn, George Manville",Gil the Gunner: The Youngest Officer in the East,PG21311,143702,771226
"Fenn, George Manville",Glyn Severn's Schooldays,PG21312,86019,471712
"Fenn, George Manville",In Honour's Cause: A Tale of the Days of George the First,PG21313,114760,624168
"Fenn, George Manville",King o' the Beach: A Tropic Tale,PG21314,60943,334362
"Fenn, George Manville",The King's Sons,PG21315,11305,60990
"Fenn, George Manville",The Adventures of Don Lavington: Nolens Volens,PG21316,115092,626587
"Fenn, George Manville",A Life's Eclipse,PG21317,28757,156550
"Fenn, George Manville",The Lost Middy: Being the Secret of the Smugglers' Gap,PG21318,90637,491634
"Fenn, George Manville","Three Boys; Or, The Chiefs of the Clan Mackhai",PG21319,86289,474636
"Fenn, George Manville",Mass' George: A Boy's Adventures in the Old Savannah,PG21320,137594,737154
"Fenn, George Manville",The Black Bar,PG21326,85655,469234
"Fenn, George Manville",Menhardoc,PG21354,100919,548114
"Fenn, George Manville",Middy and Ensign,PG21355,143518,791397
"Fenn, George Manville",Nat the Naturalist: A Boy's Adventures in the Eastern Seas,PG21356,80216,423428
"Fenn, George Manville",Nic Revel: A White Slave's Adventures in Alligator Land,PG21357,71867,387919
"Fenn, George Manville",The Ocean Cat's Paw: The Story of a Strange Cruise,PG21358,138496,752589
"Fenn, George Manville",Off to the Wilds: Being the Adventures of Two Brothers,PG21359,95228,526102
"Fenn, George Manville","Old Gold: The Cruise of the ""Jason"" Brig",PG21360,81622,449073
"Fenn, George Manville",Patience Wins: War in the Works,PG21361,99184,524419
"Fenn, George Manville",The Powder Monkey,PG21362,9429,50943
"Fenn, George Manville",Quicksilver: The Boy With No Skid to His Wheel,PG21363,115901,631542
"Fenn, George Manville",The Rajah of Dah,PG21364,74691,410182
"Fenn, George Manville",Rob Harlow's Adventures: A Story of the Grand Chaco,PG21365,110120,597108
"Fenn, George Manville",Sail Ho! A Boy at Sea,PG21366,143552,763986
"Fenn, George Manville",Sappers and Miners: The Flood beneath the Sea,PG21367,104611,565688
"Fenn, George Manville",The Silver Canyon: A Tale of the Western Plains,PG21368,93407,510091
"Fenn, George Manville",Our Soldier Boy,PG21371,11870,63928
"Fenn, George Manville",Steve Young,PG21372,110125,600843
"Fenn, George Manville",Syd Belton: The Boy Who Would Not Go to Sea,PG21373,102207,557099
"Fenn, George Manville",!Tention: A Story of Boy-Life during the Peninsular War,PG21374,92807,504258
"Fenn, George Manville",The Weathercock: Being the Adventures of a Boy with a Bias,PG21375,95131,523946
"Fenn, George Manville",Will of the Mill,PG21376,32687,179581
"Fenn, George Manville",To Win or to Die: A Tale of the Klondike Gold Craze,PG21377,65980,357406
"Fenn, George Manville","Yussuf the Guide; Or, the Mountain Bandits: Being a Story of Strange Adventure in Asia Minor",PG21378,90728,500969
"Fenn, George Manville",Marcus: the Young Centurion,PG21379,82987,448708
"Fenn, George Manville",A Young Hero,PG21380,9682,52906
"Fenn, George Manville",Son Philip,PG21382,12734,68663
"Fenn, George Manville",Trapped by Malays: A Tale of Bayonet and Kris,PG21494,102869,564512
"Fenn, George Manville",To The West,PG21495,144958,770510
"Fenn, George Manville","The King's Esquires; Or, The Jewel of France",PG23128,76353,420930
"Fenn, George Manville",The Dingo Boys: The Squatters of Wallaby Range,PG23374,66992,374205
"Fenn, George Manville",Jack at Sea: All Work and No Play Made Him a Dull Boy,PG23375,127166,690254
"Fenn, George Manville",A Terrible Coward,PG23376,14373,77467
"Fenn, George Manville",Crown and Sceptre: A West Country Story,PG23382,134736,737968
"Fenn, George Manville","In the King's Name: The Cruise of the ""Kestrel""",PG23386,89361,485681
"Fenn, George Manville",Through Forest and Stream: The Quest of the Quetzal,PG23497,32307,173831
"Fenn, George Manville",The New Forest Spy,PG23502,35763,194051
"Fenn, George Manville",Dead Man's Land: Being the Voyage to Zimbambangwe of certain and uncertain blacks and whites,PG23922,107029,581101
"Fenn, George Manville",The Crystal Hunters: A Boy's Adventures in the Higher Alps,PG24516,107969,584972
"Fenn, George Manville",The Queen's Scarlet: The Adventures and Misadventures of Sir Richard Frayne,PG24813,77560,429866
"Fenn, George Manville",Diamond Dyke: The Lone Farm on the Veldt - Story of South African Adventure,PG24821,64564,349366
"Fenn, George Manville",The Bag of Diamonds,PG24871,45457,251453
"Fenn, George Manville",The Golden Magnet,PG24909,98592,533283
"Fenn, George Manville",Hollowdell Grange: Holiday Hours in a Country Home,PG24918,79768,435619
"Fenn, George Manville",In the Mahdi's Grasp,PG24926,114233,630010
"Fenn, George Manville",The Peril Finders,PG25429,155196,851124
"Fenn, George Manville",The Young Castellan: A Tale of the English Civil War,PG25449,93627,507479
"Fenn, George Manville",Witness to the Deed,PG25607,112635,620128
"Fenn, George Manville",The Dark House: A Knot Unravelled,PG25637,34949,194119
"Fenn, George Manville",The Kopje Garrison: A Story of the Boer War,PG27897,107091,596543
"Fenn, George Manville","Hunting the Skipper: The Cruise of the ""Seafowl"" Sloop",PG27907,141943,782242
"Fenn, George Manville",Fix Bay'nets: The Regiment in the Hills,PG27908,104260,575136
"Fenn, George Manville","The Vast Abyss: The Story of Tom Blount, his Uncles and his Cousin Sam",PG30106,125425,683443
"Fenn, George Manville",Blind Policy,PG32881,70425,388389
"Fenn, George Manville",Sir Hilton's Sin,PG32915,50624,283333
"Fenn, George Manville",The Sapphire Cross,PG32917,109713,609553
"Fenn, George Manville",The New Mistress: A Tale,PG32924,96013,531301
"Fenn, George Manville",Thereby Hangs a Tale. Volume One,PG32929,101966,569687
"Fenn, George Manville",Seven Frozen Sailors,PG32932,53089,283677
"Fenn, George Manville",Lady Maude's Mania,PG34138,64275,361953
"Fenn, George Manville",Real Gold: A Story of Adventure,PG34139,71797,392714
"Fenn, George Manville",A Double Knot,PG34140,133519,743146
"Fenn, George Manville",The Parson O' Dumford,PG34141,129126,706487
"Fenn, George Manville",By Birth a Lady,PG34142,107615,603378
"Fenn, George Manville",A Little World,PG34143,146774,818306
"Fenn, George Manville",The Star-Gazers,PG34244,119667,658732
"Fenn, George Manville",The Khedive's Country,PG34245,36116,209191
"Fenn, George Manville",Of High Descent,PG34246,144770,794000
"Fenn, George Manville",The Man with a Shadow,PG34248,123573,679525
"Fenn, George Manville",The Rosery Folk,PG34482,68625,382759
"Fenn, George Manville",Sweet Mace: A Sussex Legend of the Iron Times,PG34490,144007,787302
"Fenn, George Manville",The Master of the Ceremonies,PG34492,164960,913741
"Fenn, George Manville",Draw Swords! In the Horse Artillery,PG34493,96227,530305
"Fenn, George Manville",Stan Lynn: A Boy's Adventures in China,PG34494,101283,558856
"Fenn, George Manville",Cursed by a Fortune,PG34537,104564,567452
"Fenn, George Manville",King of the Castle,PG34609,127747,698933
"Fenn, George Manville",Commodore Junk,PG34663,97854,541076
"Fenn, George Manville",The Mynns' Mystery,PG34664,70780,391479
"Fenn, George Manville",Christmas Penny Readings: Original Sketches for the Season,PG34665,81049,444992
"Fenn, George Manville",Original Penny Readings: A Series of Short Sketches,PG34666,84732,452491
"Fenn, George Manville",Mad: A Story of Dust and Ashes,PG35367,141909,794249
"Fenn, George Manville",Friends I Have Made,PG35368,62519,333782
"Fenn, George Manville",The Vicar's People,PG35370,130674,721994
"Fenn, George Manville",The Haute Noblesse: A Novel,PG35527,146580,803967
"Fenn, George Manville",Adventures of Working Men. From the Notebook of a Working Surgeon,PG36624,76121,400313
"Fenn, George Manville",Eli's Children: The Chronicles of an Unhappy Family,PG36642,158820,873539
"Fenn, George Manville",One Maid's Mischief,PG36723,183783,1018854
"Fenn, George Manville","Dutch the Diver; Or, A Man's Mistake",PG36724,113084,619046
"Fenn, George Manville",The Story of Antony Grace,PG36852,145603,779810
"Fenn, George Manville",A Fluttered Dovecote,PG36873,67020,359771
"Fenn, George Manville",Midnight Webs,PG36875,119341,642520
"Fenn, George Manville",George Alfred Henty: The Story of an Active Life,PG36893,99562,569139
"Fenn, George Manville",The White Virgin,PG40672,84708,461912
"Fenn, George Manville",The Tiger Lily,PG40673,56056,310024
"Fenn, George Manville",Sawn Off: A Tale of a Family Tree,PG40674,56477,313236
"Fenn, George Manville",Nurse Elisia,PG40675,74959,408490
"Fenn, George Manville",This Man's Wife,PG40676,154117,848199
"Fenn, George Manville","Jungle and Stream; Or, The Adventures of Two Boys in Siam",PG44680,114980,624945
"Doyle, Arthur Conan","The Green Flag, and Other Stories of War and Sport",PG10446,75349,416866
"Doyle, Arthur Conan",Uncle Bernac: A Memory of the Empire,PG10581,57609,311710
"Doyle, Arthur Conan",The Return of Sherlock Holmes,PG108,112139,609208
"Doyle, Arthur Conan",The Exploits of Brigadier Gerard,PG11247,74713,391552
"Doyle, Arthur Conan",The Refugees: A Tale of Two Continents,PG11413,123140,665744
"Doyle, Arthur Conan",The Great Shadow and Other Napoleonic Tales,PG11656,49777,256920
"Doyle, Arthur Conan",The Tragedy of the Korosko,PG12555,46516,259770
"Doyle, Arthur Conan",The Poison Belt,PG126,29219,164757
"Doyle, Arthur Conan",The Firm of Girdlestone,PG13152,137376,766322
"Doyle, Arthur Conan","Jim Harrison, boxeur",PG13734,98304,565013
"Doyle, Arthur Conan",La grande ombre,PG13735,43828,249465
"Doyle, Arthur Conan",Nouveaux mystères et aventures,PG13795,46601,276963
"Doyle, Arthur Conan",The Lost World,PG139,75759,424056
"Doyle, Arthur Conan",Enoni: muistoja Napoleonin ajoilta,PG14254,28970,215808
"Doyle, Arthur Conan",Le Horror Altissime,PG15949,6212,37288
"Doyle, Arthur Conan",The New Revelation,PG1638,20190,113587
"Doyle, Arthur Conan",The Adventures of Gerard,PG1644,67172,351629
"Doyle, Arthur Conan",The Adventures of Sherlock Holmes,PG1661,104493,562348
"Doyle, Arthur Conan",The Cabman's Story: The Mysteries of a London 'Growler',PG17398,3211,16637
"Doyle, Arthur Conan",Micah Clarke - Tome I: Les recrues de Monmouth,PG18716,64391,380029
"Doyle, Arthur Conan",Micah Clarke - Tome II: Le Capitaine Micah Clarke,PG18717,61507,362761
"Doyle, Arthur Conan",Micah Clarke - Tome III: La Bataille de Sedgemoor,PG18718,62336,368766
"Doyle, Arthur Conan",The Sign of the Four,PG2097,43012,233384
"Doyle, Arthur Conan","A Desert Drama: Being The Tragedy Of The ""Korosko""",PG21768,46833,260530
"Doyle, Arthur Conan",Songs Of The Road,PG21769,10601,70071
"Doyle, Arthur Conan",The Return of Sherlock Holmes,PG221,112420,611551
"Doyle, Arthur Conan",Danger! and Other Stories,PG22357,57851,318706
"Doyle, Arthur Conan",My Friend The Murderer,PG23059,7305,38756
"Doyle, Arthur Conan",The Adventure of Wisteria Lodge,PG2343,11414,62853
"Doyle, Arthur Conan",The Adventure of the Cardboard Box,PG2344,8642,46241
"Doyle, Arthur Conan",The Adventure of the Red Circle,PG2345,7289,40074
"Doyle, Arthur Conan",The Adventure of the Bruce-Partington Plans,PG2346,10680,59738
"Doyle, Arthur Conan",The Adventure of the Dying Detective,PG2347,5780,31695
"Doyle, Arthur Conan",The Disappearance of Lady Frances Carfax,PG2348,7676,42531
"Doyle, Arthur Conan",The Adventure of the Devil's Foot,PG2349,9979,55594
"Doyle, Arthur Conan",His Last Bow: An Epilogue of Sherlock Holmes,PG2350,6082,33374
"Doyle, Arthur Conan",A Study in Scarlet,PG244,43864,242953
"Doyle, Arthur Conan","The War in South Africa, Its Cause and Conduct",PG24951,59491,345598
"Doyle, Arthur Conan",The Last of the Legions and Other Tales of Long Ago,PG26153,42771,233643
"Doyle, Arthur Conan",Sir Nigel,PG2845,130684,698878
"Doyle, Arthur Conan",The Hound of the Baskervilles,PG2852,59122,319760
"Doyle, Arthur Conan","The Stark Munro Letters: Being series of twelve letters written by J. Stark Munro, M.B., to his friend and former fellow-student, Herbert Swanborough, of Lowell, Massachusetts, during the years 1881-1884",PG290,77454,414043
"Doyle, Arthur Conan",Etienne Gerards Bedrifter,PG29392,43499,243006
"Doyle, Arthur Conan","The Captain of the Polestar, and Other Tales",PG294,84292,462234
"Doyle, Arthur Conan",De dood van Sherlock Holmes — De terugkeer van Sherlock Holmes,PG29490,78372,464851
"Doyle, Arthur Conan",The Great Boer War,PG3069,223275,1288162
"Doyle, Arthur Conan",The Hound of the Baskervilles,PG3070,59206,318548
"Doyle, Arthur Conan",Sherlock Holmes: De Agra-Schat,PG30933,42162,254906
"Doyle, Arthur Conan",Baskervillen koira,PG32536,58015,446151
"Doyle, Arthur Conan",The Great Keinplatz Experiment and Other Tales of Twilight and the Unseen,PG32777,69100,374946
"Doyle, Arthur Conan",The Valley of Fear,PG3289,57512,312076
"Doyle, Arthur Conan",Tajemnica Baskerville'ów: dziwne przygody Sherlocka Holmes,PG34079,36872,240350
"Doyle, Arthur Conan","The Dealings of Captain Sharkey, and Other Tales of Pirates",PG34627,70428,384482
"Doyle, Arthur Conan","The Man from Archangel, and Other Tales of Adventure",PG34797,68445,373890
"Doyle, Arthur Conan",The Parasite: A Story,PG355,17782,95041
"Doyle, Arthur Conan",Beyond the City,PG356,39449,213143
"Doyle, Arthur Conan",La guardia blanca: novela histórica escrita en inglés,PG36453,101015,588025
"Doyle, Arthur Conan",The Crime of the Congo,PG37712,51709,303810
"Doyle, Arthur Conan",The Valley of Fear,PG3776,57606,312917
"Doyle, Arthur Conan","The Guards Came Through, and Other Poems",PG38071,6449,38981
"Doyle, Arthur Conan",The Croxley Master: A Great Tale Of The Prize Ring,PG38443,15775,88272
"Doyle, Arthur Conan",The Wanderings of a Spiritualist,PG39718,83489,475033
"Doyle, Arthur Conan","The Gully of Bluemansdyke, and Other stories",PG40848,49076,269449
"Doyle, Arthur Conan",The German War,PG42127,28989,164416
"Doyle, Arthur Conan",Round the Red Lamp: Being Facts and Fancies of Medical Life,PG423,68085,375571
"Doyle, Arthur Conan",Songs of Action,PG4295,12152,72934
"Doyle, Arthur Conan",The Vital Message,PG439,28920,167039
"Doyle, Arthur Conan",Toisen tahran tarina: Ym. Sherlock Holmes'in seikkailuja,PG45335,40895,313620
"Doyle, Arthur Conan",The Coming of the Fairies,PG47506,33967,198794
"Doyle, Arthur Conan",Adventures of Sherlock Holmes: Illustrated,PG48320,106400,575745
"Doyle, Arthur Conan",Napoleonin sotilaan seikkailut,PG49584,29913,232272
"Doyle, Arthur Conan",Uusi katakombi ja muita kertoelmia,PG49702,11485,91246
"Doyle, Arthur Conan",Rodney Stone,PG5148,91116,491232
"Doyle, Arthur Conan",Kadonnut maailma,PG51818,54122,434119
"Doyle, Arthur Conan",Neljän merkit,PG52099,31434,243502
"Doyle, Arthur Conan",Vainottu: Romaani,PG52253,29930,227142
"Doyle, Arthur Conan","A Duet, with an Occasional Chorus",PG5260,67346,372689
"Doyle, Arthur Conan",Kauhun laakso 1: Murhenäytelmä Birlstonen kartanossa,PG52677,20232,151877
"Doyle, Arthur Conan",Kauhun laakso 2: Salaseuralaiset,PG52678,19582,144425
"Doyle, Arthur Conan",Through the Magic Door,PG5317,46692,261539
"Doyle, Arthur Conan",Tales of Terror and Mystery,PG537,75110,412724
"Doyle, Arthur Conan",Round the Fire Stories,PG54109,102881,561216
"Doyle, Arthur Conan",Myrkkyvyöhyke,PG54158,21202,169564
"Doyle, Arthur Conan",Kadonnut pikajuna y.m. kertomuksia,PG54933,17143,139745
"Doyle, Arthur Conan",Nahkaratti,PG56573,3412,27232
"Doyle, Arthur Conan",Index of the Project Gutenberg Works of Arthur Conan Doyle,PG58574,6718,42103
"Doyle, Arthur Conan",The Mystery of Cloomber,PG7964,48912,266599
"Doyle, Arthur Conan",The Memoirs of Sherlock Holmes,PG834,87600,473231
"Doyle, Arthur Conan",The Doings of Raffles Haw,PG8394,38026,206471
"Doyle, Arthur Conan",The Last Galley; Impressions and Tales,PG8727,75166,407312
"Doyle, Arthur Conan",The White Company,PG903,150988,812757
"Doyle, Arthur Conan","Micah Clarke: His Statement as made to his three grandchildren Joseph, Gervas and Reuben During the Hard Winter of 1734",PG9504,178216,967238
"Doyle, Arthur Conan",A Visit to Three Fronts: June 1916,PG9874,14912,82203
"Stevenson, Robert Louis",Essays of Robert Louis Stevenson: Selected and Edited With an Introduction and Notes by William Lyon Phelps,PG10761,54047,312125
"Stevenson, Robert Louis",Treasure Island,PG120,68590,364314
"Stevenson, Robert Louis",A Child's Garden of Verses,PG136,8124,52364
"Stevenson, Robert Louis","David Balfour: Being Memoirs Of His Adventures At Home And Abroad, The Second Part: In Which Are Set Forth His Misfortunes Anent The Appin Murder; His Troubles With Lord Advocate Grant; Captivity On The Bass Rock; Journey Into Holland And France; And Singular Relations With James More Drummond Or Macgregor, A Son Of The Notorious Rob Roy, And His Daughter Catriona",PG14133,101352,528299
"Stevenson, Robert Louis",Salaperäinen ovi,PG14152,20869,159841
"Stevenson, Robert Louis",A Christmas Sermon,PG14535,2953,16256
"Stevenson, Robert Louis",The Wrong Box,PG1585,57501,325510
"Stevenson, Robert Louis",Ryöstölapsi: Kertomus David Balfourin seikkailuista,PG16837,57787,440677
"Stevenson, Robert Louis",Nouvelles mille et une nuits,PG18123,65306,398198
"Stevenson, Robert Louis",A Child's Garden of Verses,PG19722,6462,39302
"Stevenson, Robert Louis",The Waif Woman,PG19750,7012,36359
"Stevenson, Robert Louis","The Works of Robert Louis Stevenson - Swanston Edition, Vol. 01",PG21686,115613,644724
"Stevenson, Robert Louis",Doktoro Jekyll kaj Sinjoro Hyde,PG24145,23640,139060
